13.01561604,77.67818600
13.01561604,77.67818600
12.96431496,77.64460989
13.02826130,77.62674105
13.02490314,77.65839783
13.02490314,77.65839783
13.00009170,77.67732298
12.99231540,77.66891370
12.99231540,77.66891370
12.99231540,77.66891370
13.01580594,77.63797832
13.01580594,77.63797832
13.00549701,77.65203221
13.02278880,77.70735644
13.02278880,77.70735644
12.98947779,77.68977048
13.00045617,77.66097123
13.00745649,77.71504289
13.01952640,77.70783568
13.02024385,77.64450260
13.02024385,77.64450260
13.02967711,77.65109987
13.01555832,77.65988008
13.00181367,77.61761686
13.01464200,77.65252464
12.99399000,77.65676700
12.98702000,77.64534900
12.97079744,77.64299944
12.97079744,77.64299944
12.97079744,77.64299944
12.97079744,77.64299944
13.00926701,77.69464414
13.00926701,77.69464414
13.01912912,77.68492000
13.02826709,77.66663042
12.99572495,77.62720033
13.01371876,77.64074212
13.01117604,77.67539695
13.01845307,77.67455502
12.97167300,77.64508120
12.97480600,77.63685400
12.97480600,77.63685400
12.97480600,77.63685400
12.97480600,77.63685400
12.98766700,77.61274800
12.96166419,77.65765027
13.01674415,77.68126190
13.01757557,77.63092229
13.01757557,77.63092229
13.01518187,77.64128245
13.01757557,77.63092229
13.01757557,77.63092229
12.99913553,77.61264432
12.96721415,77.63815928
13.00357508,77.66110408
13.02427262,77.66308642
13.01124959,77.64279234
12.99617000,77.65438900
13.03742300,77.62391262
13.01342266,77.69621734
12.96604500,77.63552700
13.03675375,77.63041901
13.00401833,77.69542771
12.97418956,77.62922366
13.01931976,77.64689635
13.01931976,77.64689635
13.02198789,77.69711780
13.01147189,77.63001068
13.00755477,77.66192249
13.02433843,77.71404569
13.01485810,77.67739801
13.00857314,77.69531531
13.01139555,77.68830827
13.02198789,77.69711780
13.01565021,77.67767362
13.01554881,77.66901683
12.97099243,77.65423755
12.97425100,77.63405800
12.97252800,77.64567400
12.98881410,77.67455663
12.96074380,77.63969986
12.98573800,77.61691100
13.05138036,77.60459794
13.06319966,77.48999800
13.06381692,77.42148894
13.06381692,77.42148894
13.06381692,77.42148894
13.05369037,77.60952078
13.05514929,77.57197122
13.06077855,77.57645390
13.09853900,77.59514800
13.10424500,77.59851700
13.10424500,77.59851700
13.10424500,77.59851700
13.10953200,77.61229300
13.10953200,77.61229300
13.10953200,77.61229300
13.10953200,77.61229300
